Accident_Index,Date,Time,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Weather_Conditions,Road_Surface_Conditions,Light_Conditions,Speed_limit,Junction_Detail,Urban_or_Rural_Area,Latitude,Longitude
A025935,15/01/2023,04:57,3,3,0,4,1,4,50,8,1,50.21530609530238,0.9550221240524502
A025936,04/05/2023,04:47,3,4,2,4,3,4,40,0,1,51.06205290461668,-2.8196087180230065
A025937,13/02/2023,23:34,3,5,0,7,6,5,40,5,1,51.37538245496568,-0.23178889741424272
A025938,24/09/2023,22:43,3,3,0,5,5,6,30,9,1,51.796607835438785,2.705663781469704
A025939,19/05/2023,05:25,3,3,1,7,3,6,50,1,1,51.42009553828592,0.002790256675032493
A025940,08/01/2023,12:42,2,5,2,5,6,7,30,6,2,50.5051669050415,0.7364637188129693
A025941,28/07/2023,09:07,3,4,1,1,6,6,60,9,2,52.102540933078124,0.8359239447635233
A025942,23/12/2023,06:57,3,1,0,1,6,6,40,0,2,52.879533327646016,-2.001238127358792
A025943,08/10/2023,23:56,2,2,0,4,1,1,60,7,1,50.10373536832192,0.8732464127831513
A025944,30/06/2023,01:35,3,2,1,9,1,7,30,1,2,51.82563944273548,-1.617127098235196
A025945,13/07/2023,12:05,1,2,2,3,4,1,40,2,2,50.56092485816452,0.7920606772002726
A025946,21/04/2023,05:02,3,2,1,5,1,6,70,7,1,51.226883668943984,1.7787487708395946
A025947,31/05/2023,09:25,1,3,3,2,5,6,60,0,2,52.69816175943133,2.7218731822506554
A025948,14/01/2023,10:07,3,4,3,9,5,5,50,0,2,51.19744599065713,1.7125198409654954
A025949,09/05/2023,00:59,2,4,2,1,2,7,20,1,1,50.07315897603104,1.2194769666908782
A025950,17/02/2023,01:08,3,1,3,3,3,7,40,7,2,50.86912418086865,-2.343085683686344
A025951,28/06/2023,22:00,2,4,0,4,2,1,60,1,2,50.42014030121056,-2.775541924791254
A025952,22/07/2023,00:14,3,2,1,4,4,4,70,5,1,52.98960150059945,1.0380509453867215
A025953,16/08/2023,17:12,2,4,0,4,5,4,60,6,1,52.88343697836853,-1.950120934664323
A025954,31/01/2023,06:39,3,3,0,7,4,6,70,5,2,53.332705983913854,1.2743781825017169
A025955,16/12/2023,17:26,3,2,2,7,5,5,70,5,1,50.19038186130035,2.30215692767054
A025956,27/03/2023,22:03,3,4,3,6,7,6,20,3,2,52.600614678893066,-2.941217536506826
A025957,04/02/2023,22:44,3,3,3,3,5,1,60,5,1,52.918375949971235,-2.2253219776171473
A025958,23/05/2023,02:25,3,3,2,7,1,7,50,6,2,52.910860079403015,-2.0032751669437348
A025959,13/06/2023,20:29,2,3,0,2,6,5,70,8,2,50.81942059754446,-0.11628930147644248
A025960,15/04/2023,08:03,3,2,1,5,6,6,50,3,1,50.63714176827339,-1.0179836232243598
A025961,03/10/2023,08:08,3,3,2,8,2,5,70,1,1,52.53125952154795,1.9877537677949548
A025962,02/08/2023,02:01,3,2,2,8,7,7,40,3,1,50.22596410418261,1.6623179851839747
A025963,01/07/2023,08:25,2,4,2,6,2,4,60,2,2,52.76170597399796,-2.165435083115803
A025964,18/01/2023,02:07,3,4,2,2,3,5,30,8,1,51.2466112650623,1.5597164304818043
A025965,05/10/2023,00:20,3,4,3,7,6,1,30,5,2,53.02858246779414,2.106275596557944
A025966,29/11/2023,18:43,2,5,3,6,1,7,70,1,2,51.884832119412636,0.37891849636628117
A025967,01/03/2023,00:16,3,1,3,3,6,7,20,7,1,53.468691631818416,1.7896895829238262
A025968,22/06/2023,05:06,3,2,0,4,2,1,40,6,2,51.73474171911612,-0.020443220218219788
A025969,15/12/2023,07:22,3,2,1,2,5,1,30,3,1,53.07454542112463,-2.0505754108895693
A025970,27/05/2023,02:20,3,1,3,9,2,1,20,0,2,53.146240372482076,-0.4712089176186959
A025971,13/08/2023,12:32,3,1,3,3,4,4,60,0,1,50.57136421987638,0.29358347349501523
A025972,06/11/2023,11:32,3,5,0,3,2,1,60,5,1,51.6849332320638,2.2281650535801236
A025973,18/06/2023,10:49,3,3,0,4,7,4,70,5,1,52.93804721254575,0.24211431557631577
A025974,16/12/2023,21:43,3,4,3,9,6,4,30,1,2,52.422307868340035,2.3598931140591834
A025975,28/12/2023,12:49,3,2,1,8,7,1,20,3,1,52.44429236809971,-2.84151470993061
A025976,04/09/2023,09:37,3,4,0,9,6,5,70,1,1,51.51932932643512,-2.3865593467037782
A025977,06/11/2023,18:30,3,3,2,8,2,1,60,8,1,51.518883221200056,2.2360382565411148
A025978,17/12/2023,08:53,3,2,2,2,7,1,30,0,1,49.84158852882944,1.954534690495485
A025979,08/12/2023,02:00,3,4,1,8,2,5,40,8,1,51.668554234623805,-0.2164293321419132
A025980,07/09/2023,09:31,3,5,3,9,6,4,50,6,1,50.21703372012931,1.9137031450999822
A025981,02/03/2023,03:18,3,4,3,4,6,6,30,9,1,52.562228256061196,2.100259059035523
A025982,30/11/2023,11:57,3,4,1,5,7,7,20,9,1,49.6569242408487,-1.9635770837250783
A025983,13/12/2023,22:17,3,3,2,6,7,5,50,8,1,52.10981777001953,0.8065014307910406
A025984,19/11/2023,00:51,2,3,2,2,7,7,50,0,1,49.93976011510239,-1.2945646658132066
A025985,21/06/2023,11:55,3,4,3,2,7,4,30,1,1,53.11163298709977,-0.09225826415038565
A025986,18/05/2023,19:51,2,2,1,8,2,5,40,3,2,50.90603680171826,-1.7505044391684623
A025987,26/08/2023,17:30,3,5,3,8,6,4,30,2,2,49.68976789495003,0.6215184703499427
A025988,16/12/2023,05:40,3,1,2,4,4,7,40,3,2,49.61740821251744,-0.11179678187574763
A025989,22/09/2023,23:09,3,2,1,9,4,6,70,3,1,52.79182874197536,-0.3995340671614088
A025990,24/06/2023,10:58,3,2,0,7,3,6,50,5,1,49.50410279023985,-0.6843382333366209
A025991,25/12/2023,10:16,3,2,2,4,5,7,30,3,2,51.87164165874608,2.163293174995402
A025992,22/08/2023,07:47,3,2,1,4,7,1,20,2,1,52.57165312840808,-0.7990297502577856
A025993,18/12/2023,05:12,3,2,0,9,4,5,30,6,1,49.57818298458495,0.09564874819733368
A025994,16/02/2023,01:15,2,1,1,4,3,7,30,9,1,52.285817044753344,0.43939745073966263
A025995,21/04/2023,04:12,2,4,0,4,3,5,50,7,2,50.79173141942247,2.8887783136158123
A025996,17/12/2023,20:47,3,5,2,7,2,6,70,5,1,49.647505298054256,-1.1869859751476115
A025997,07/10/2023,20:51,3,5,3,4,7,4,30,1,1,50.38892724428252,2.195130421136754
A025998,22/04/2023,04:07,3,4,2,1,2,4,60,9,1,51.959127049119196,-1.0450473109388945
A025999,04/04/2023,15:48,3,3,2,3,5,4,30,5,2,50.41481264353676,-0.8724707073261614
A026000,19/08/2023,12:34,3,5,2,1,3,7,60,3,2,53.35993892613847,-3.0738768644112224
A026001,27/01/2023,13:11,3,5,0,4,2,4,20,7,2,51.668318604143295,1.8637441985035514
A026002,07/06/2023,06:55,3,5,3,5,6,1,20,9,2,50.477483478596056,0.536525812016072
A026003,27/10/2023,17:27,3,2,1,3,5,7,60,7,1,51.44695247309407,-2.8531704822423083
A026004,18/10/2023,00:06,3,3,1,7,4,5,70,8,2,53.053604856073676,0.7045222561705607
A026005,19/07/2023,08:58,2,3,2,1,1,6,40,8,2,52.625641380776266,-2.449548476553202
A026006,15/10/2023,22:49,3,4,1,4,2,1,20,1,2,51.30294597120054,-0.06490590308343372
A026007,16/11/2023,13:03,3,3,0,7,4,4,20,3,1,52.31579455032412,-0.9650845502005815
A026008,29/06/2023,13:23,2,3,0,2,1,1,70,9,2,49.99595235965867,1.9035452488520082
A026009,04/05/2023,14:56,3,5,0,6,4,7,70,2,2,51.608573428428194,2.176094768147126
A026010,29/03/2023,09:21,3,1,2,4,6,1,60,2,1,51.77688191785708,2.406833913463591
A026011,03/07/2023,16:33,3,3,2,5,3,5,40,7,1,50.6157431209657,-2.2563100693294342
A026012,17/10/2023,04:55,3,1,3,8,5,6,60,8,2,50.61593318512021,1.5197568476692136
A026013,14/09/2023,02:28,3,1,0,9,7,1,40,1,1,49.682785531871104,-2.7093246021520594
A026014,11/08/2023,16:39,2,3,3,6,4,4,50,2,1,53.40180018368014,-2.8691348005745763
A026015,26/11/2023,09:38,3,4,2,2,3,4,70,1,1,50.264092448036614,-1.6651107353243197
A026016,17/07/2023,16:38,3,1,0,3,5,7,30,2,2,51.93813579643213,0.4088332780782956
A026017,17/04/2023,21:11,1,1,3,9,2,4,30,6,1,50.07675710213459,-2.794468585534465
A026018,17/08/2023,01:58,3,3,1,7,5,4,40,3,2,49.91826091655812,-2.152895545609683
A026019,01/03/2023,22:24,1,4,3,6,3,4,30,1,1,52.162864904045335,1.2992962151728356
A026020,18/04/2023,15:17,3,2,2,5,1,7,40,1,2,49.92222862527497,-1.0816088657835023
A026021,27/04/2023,02:56,3,2,2,7,7,6,70,6,2,51.31632177764391,1.7784629302201593
A026022,02/03/2023,11:30,3,3,2,1,1,1,60,8,1,50.13968247069642,-2.050777411399463
A026023,02/04/2023,19:44,2,4,0,3,4,4,70,3,2,53.15010264649757,0.742590132637568
A026024,31/12/2023,07:32,3,5,3,5,4,7,40,8,1,52.19649678196846,-0.14061480928728534
A026025,01/01/2023,17:46,2,1,2,7,1,4,30,7,1,51.11932574590312,1.6772902443753384
A026026,06/07/2023,01:43,3,1,0,1,2,4,40,9,1,52.27090779204643,2.111619625687854
A026027,02/03/2023,05:29,3,5,2,4,4,5,60,0,1,52.428600825674145,-1.5179105598578233
A026028,15/04/2023,07:50,3,4,3,2,6,1,30,8,1,51.51428742649497,-0.6523355592360821
A026029,16/04/2023,23:37,3,4,0,7,3,6,30,3,1,51.51735275943092,-0.3061381282321921
A026030,08/06/2023,11:05,3,1,0,9,7,5,50,7,1,52.43025685523506,1.1118395508486194
A026031,08/07/2023,15:12,3,3,3,3,6,5,50,8,2,52.64023256994679,-1.7068424507185307
A026032,20/01/2023,14:29,2,3,3,4,7,1,30,7,1,52.458429841964374,2.516260915292946
A026033,27/07/2023,21:49,3,3,0,6,5,6,50,0,1,49.89646655857387,-1.3736607766791444
A026034,13/05/2023,18:31,3,5,1,9,3,1,30,9,1,53.304281071900434,-2.6299202890238895
A026035,24/03/2023,07:54,3,1,0,8,6,1,40,9,1,50.84175526901563,-1.607240988152119
A026036,11/12/2023,18:24,3,2,0,9,7,4,40,5,1,50.777585285565635,-1.5156703117752135
A026037,19/09/2023,05:04,3,1,1,6,7,1,50,0,2,50.22125973296183,0.4244672405879065
A026038,30/12/2023,08:23,2,1,2,9,2,1,70,2,2,51.545260614189296,-0.08625071258347808
A026039,16/09/2023,21:00,3,4,2,1,6,6,30,0,1,49.706553498220565,0.818719022455782
A026040,08/06/2023,02:25,3,3,3,1,6,7,50,8,1,49.74044030824659,0.14262195821547738
A026041,31/05/2023,13:42,3,2,3,3,6,4,70,9,2,53.25677153652351,0.35409926692322247
A026042,13/07/2023,23:51,3,4,0,4,7,5,20,9,2,50.237922233188286,2.1592380301348855
A026043,05/06/2023,03:11,3,5,0,8,2,7,60,7,1,51.386867046253975,1.7113574020577347
A026044,13/10/2023,21:56,2,5,3,8,7,4,30,3,2,49.71328167100748,1.2797285711861908
A026045,03/04/2023,17:16,2,2,1,8,1,1,50,8,1,51.981660457510145,0.09953798508856257
A026046,20/08/2023,01:06,2,5,0,7,3,5,60,7,1,50.609390642602165,1.2037882537968367
A026047,01/01/2023,09:31,3,5,0,5,3,4,30,6,2,51.72167156101997,-1.8493515412181014
A026048,14/07/2023,01:46,3,2,2,9,4,4,30,1,2,50.12683700574363,-1.6321658865273405
A026049,22/11/2023,23:32,2,3,1,7,4,6,40,1,1,49.76692193996998,1.6436091382721822
A026050,08/07/2023,03:15,3,2,1,9,2,6,20,6,2,50.14523488963542,-0.46928606518350724
A026051,30/01/2023,12:12,2,3,0,7,1,6,60,6,1,50.09434968114477,1.0283586565306684
A026052,01/04/2023,15:39,3,2,2,9,1,5,60,9,2,50.881670797536735,1.3695403861357867
A026053,24/04/2023,13:13,3,2,0,5,5,6,40,3,2,52.710274792706954,0.11747841560022118
A026054,20/08/2023,20:57,3,4,0,2,5,5,30,5,2,49.75033578143371,-2.9379247632913614
A026055,30/09/2023,20:00,3,4,3,7,5,7,40,9,2,52.36303464512459,0.3833050494170279
A026056,30/04/2023,07:34,2,5,2,1,3,5,20,3,2,52.13834451893659,1.1289004650248802
A026057,18/11/2023,00:44,3,1,1,6,3,7,30,9,2,50.268109626936536,0.28116806069061007
A026058,10/06/2023,18:00,2,4,2,1,4,4,30,9,2,52.26320676265705,-1.7334098865394592
A026059,17/03/2023,04:48,2,1,3,5,3,1,70,2,1,52.09755791266111,2.8386172809755865
A026060,26/04/2023,09:39,1,4,1,2,4,1,20,9,2,50.63379878122541,-0.839113315663757
A026061,27/11/2023,09:21,3,3,2,4,2,6,30,3,2,51.917959154181474,-0.6458517595343961
A026062,29/01/2023,22:37,3,4,1,6,6,7,30,8,1,52.92256352914002,-1.6669450093281966
A026063,30/10/2023,21:06,3,2,1,6,6,7,40,7,2,50.416473515770306,-1.6987750467831597
A026064,04/05/2023,13:25,3,1,2,7,2,6,50,2,1,49.887685318739024,2.2433353872710007
A026065,30/11/2023,22:41,2,3,0,8,5,7,60,0,2,51.13159180915619,-2.3247784839396064
A026066,10/09/2023,11:12,3,4,3,2,3,5,20,6,1,51.320305126029865,2.268882978391489
A026067,28/07/2023,18:32,3,5,1,3,6,6,60,7,1,50.801914657129586,0.3101976163277752
A026068,06/12/2023,08:09,3,5,0,3,7,6,60,2,2,50.06439771011064,-2.772497926380714
A026069,26/12/2023,11:46,3,1,3,7,2,5,50,9,1,50.11540257533252,2.10150437532223
A026070,19/03/2023,02:43,3,4,1,6,5,1,20,5,1,50.49889079036473,2.4976051427316306
A026071,16/04/2023,22:09,3,2,2,3,6,4,40,3,2,52.267105252267335,-1.8756982268850562
A026072,03/08/2023,19:57,3,1,3,7,5,5,60,7,1,49.75745436698036,1.4519610396979492
A026073,04/04/2023,23:24,3,3,1,3,2,7,20,1,1,50.47603169937245,1.948685390392265
A026074,29/03/2023,03:43,2,1,1,7,1,6,20,8,2,51.53784343037233,-0.7443996407501697
A026075,17/09/2023,19:53,3,4,0,8,6,4,50,9,1,52.63087743775543,-0.7465120760067018
A026076,09/05/2023,06:54,3,3,0,4,1,7,20,1,1,49.68635116592804,-2.1612543837753067
A026077,12/03/2023,05:54,2,4,0,8,2,1,60,6,1,50.61892793595408,0.4940773284025518
A026078,01/01/2023,03:30,1,1,3,7,4,5,20,5,2,51.58570214546317,1.555080816051413
A026079,18/05/2023,13:36,3,4,0,8,1,5,20,0,2,51.64499575732708,-2.8566447548177547
A026080,31/08/2023,05:33,2,1,2,8,4,7,30,3,2,50.08642847429524,0.0033569401351641603
A026081,04/06/2023,18:38,3,3,2,7,1,5,30,7,1,52.27803928002032,-2.3554236130758874
A026082,23/12/2023,16:29,2,3,1,6,3,4,60,9,1,49.66874726333437,0.721245182724585
A026083,04/08/2023,08:23,3,3,2,2,6,1,30,1,1,50.5415475350524,-0.26597526658709236
A026084,08/09/2023,15:15,3,1,3,9,1,4,20,5,1,50.06383141499999,1.7766902507062112
A026085,23/08/2023,16:34,3,2,2,2,1,4,60,0,1,52.442994637413356,-0.5182964988372442
A026086,29/06/2023,05:56,3,1,3,3,7,6,60,2,2,51.45498817021045,0.8694009315600756
A026087,01/11/2023,00:45,3,4,3,5,2,6,20,3,2,50.62460034230514,-0.09837669234245042
A026088,04/01/2023,22:39,3,3,3,4,6,5,30,7,2,51.10812882367656,-0.2443312557636931
A026089,28/07/2023,08:27,2,2,2,1,3,5,60,8,2,51.11644273468691,0.36608928999924883
A026090,27/12/2023,03:35,3,3,1,6,3,6,20,2,1,50.2563984819761,-0.3874367304171743
A026091,06/02/2023,07:41,3,2,0,8,4,4,60,1,2,51.283606593472,2.6472760463853677
A026092,05/08/2023,14:14,3,2,2,2,7,6,20,6,2,49.88459793328015,-0.5805293629316125
A026093,29/05/2023,03:23,3,5,2,8,2,6,20,3,1,50.29567739786081,-0.9741685546761903
A026094,01/01/2024,03:17,1,2,2,4,7,7,30,1,2,49.61589245924438,0.7434423262292379
A026095,18/10/2023,00:34,3,3,1,9,5,6,60,6,2,51.767457270316676,1.2825931916170856
A026096,13/08/2023,15:36,3,2,2,7,6,4,40,0,1,49.86454763851256,2.297634122751361
A026097,27/10/2023,05:34,2,3,0,7,2,7,30,6,1,49.58649005445302,-1.9170339773207055
A026098,11/04/2023,16:01,3,1,0,8,4,4,30,3,1,52.96718269058121,-1.8902338472040536
A026099,12/10/2023,19:29,3,2,1,5,6,6,30,0,1,53.230016037698554,1.653339086072625
A026100,22/05/2023,21:23,3,1,0,2,6,7,50,1,1,51.73028141407143,-0.8649493273310037
A026101,22/02/2023,07:29,2,1,3,8,2,5,50,5,2,50.35553469420854,-0.2262555415565112
A026102,08/07/2023,08:15,3,3,0,9,7,7,70,8,2,51.12282946541489,1.7484482273054538
A026103,27/08/2023,01:14,3,5,1,3,3,7,20,7,1,52.18335508557714,1.5956181162030822
A026104,29/10/2023,06:52,3,3,0,1,4,5,20,9,2,49.846502866115706,0.9067294347918781
A026105,21/05/2023,18:33,2,1,3,3,1,1,60,9,1,49.82132813129616,-1.1329149822590283
A026106,03/11/2023,22:57,3,4,3,6,7,5,60,7,2,51.39107825465414,0.6358645452336346
A026107,21/01/2023,20:42,3,4,3,6,6,7,20,9,1,52.06030713910998,-2.4326871470844997
A026108,20/08/2023,07:17,3,5,0,7,6,7,60,2,1,50.888890886713654,-0.3136722547269154
A026109,17/11/2023,01:32,2,5,3,6,4,6,60,1,1,51.34982413886225,-0.882767909488856
A026110,28/08/2023,11:39,2,4,0,2,4,4,40,8,2,50.20747715388401,0.31841289268163264
A026111,16/03/2023,23:55,3,4,1,5,6,1,60,6,1,50.54895987868635,0.9565089638942542
A026112,22/02/2023,02:04,3,5,0,6,7,1,40,6,2,51.71059120080108,-0.0579537970335208
A026113,15/07/2023,08:01,3,4,1,9,6,4,30,7,2,51.95252234575154,0.18041238762179698
A026114,08/07/2023,09:34,2,2,0,6,5,4,70,9,1,53.020396219840634,-2.8772740167964437
A026115,16/04/2023,14:54,3,3,1,6,5,4,40,5,1,49.58789913818869,2.6626296863184096
A026116,01/11/2023,23:59,3,2,1,8,6,4,30,7,1,49.935177038828115,0.5082453652344091
A026117,09/11/2023,05:16,3,2,0,5,4,7,60,2,1,51.503617377766,-0.9641987368657959
A026118,10/01/2023,23:18,3,1,1,9,4,5,20,3,1,52.11721077862843,0.4909944315770095
A026119,17/08/2023,18:58,3,2,0,8,7,1,70,5,1,49.79281698676446,0.7477698653405064
A026120,29/06/2023,22:47,3,1,1,7,1,7,50,3,1,50.109313056411764,-1.4019092939361433
A026121,17/03/2023,02:36,3,4,1,3,7,6,70,5,2,50.17734341005025,2.761729146183884
A026122,11/04/2023,16:34,3,3,1,8,6,6,20,5,1,49.72444403415911,-1.6879177774479122
A026123,24/07/2023,15:15,3,2,0,7,5,4,40,9,2,50.03379581812879,-1.2229264018894117
A026124,11/02/2023,06:03,3,5,2,2,6,5,50,3,2,51.316858635139674,1.283891967699676
A026125,27/03/2023,08:28,3,1,1,2,4,1,60,1,1,50.50499959038171,1.4997477761813873
A026126,05/01/2023,19:13,2,5,0,5,1,1,20,3,2,51.21690515948735,1.753000469026317
A026127,17/03/2023,13:19,3,2,3,2,5,1,50,5,2,50.76634229169124,-0.6327507021861728
A026128,19/01/2023,02:38,3,4,0,6,7,7,60,8,2,52.79880672717493,-1.8845548308445015
A026129,19/07/2023,17:29,3,1,0,4,3,5,20,3,2,52.34071657417555,0.5780697598074599
A026130,27/01/2023,15:53,3,3,2,1,3,1,40,7,1,50.16214917185868,-1.8686257162545916
A026131,22/05/2023,21:02,1,5,1,2,5,6,20,7,1,52.58633564486298,-0.05231828311881462
A026132,09/06/2023,08:50,3,1,1,2,2,6,30,3,1,50.40184418448051,1.4051492090223632
A026133,09/11/2023,20:31,2,3,2,4,7,4,70,6,1,52.55833393196873,1.0580422037444284
A026134,29/09/2023,07:37,3,2,3,6,4,6,20,5,1,52.289541985840785,1.086616274838439
A026135,13/12/2023,01:35,3,3,1,5,5,6,40,9,2,51.147345634765344,-3.0588410423759678
A026136,03/01/2023,12:58,2,3,3,7,3,4,20,9,1,51.765850150278254,-1.5421927006372476
A026137,09/06/2023,19:51,1,5,0,4,1,7,40,3,2,51.98008254112876,-1.0331028117961738
A026138,30/06/2023,22:14,3,3,1,6,4,5,20,3,1,49.615299058791784,-2.8654777436422245
A026139,21/02/2023,08:28,3,3,0,4,7,4,70,0,1,51.19454164123329,-2.5770569998534256
A026140,06/10/2023,03:03,3,4,1,3,3,6,50,0,2,50.14827685882491,-1.8206099834315133
A026141,19/02/2023,08:22,3,5,1,9,3,7,60,0,2,51.86810667949435,2.5169757925696454
A026142,08/02/2023,19:48,3,4,3,5,5,4,60,2,1,52.50055474049263,1.6648738566765542
A026143,01/01/2023,01:56,3,1,2,1,5,1,60,5,2,53.21486250408213,2.268506234394582
A026144,05/08/2023,09:14,3,4,2,3,5,7,30,9,2,53.38996363090502,1.7828453559675634
A026145,31/03/2023,05:10,3,4,0,9,6,5,30,5,2,51.48515765329184,0.5297921029052405
A026146,12/09/2023,19:46,2,5,0,8,3,1,40,1,1,52.448523415865665,-2.8432258291707098
A026147,21/02/2023,02:25,3,3,2,2,7,1,30,9,2,51.06596198394374,2.5388116772564318
A026148,22/04/2023,02:28,3,2,1,1,2,5,70,7,1,52.06280463108469,-0.2381703736093698
A026149,23/01/2023,10:28,2,5,1,6,4,1,20,1,2,52.59037714225488,1.950177686992777
A026150,06/11/2023,00:26,3,5,1,4,4,7,50,3,1,52.65061058187911,-1.137909967618479
A026151,07/06/2023,04:57,2,4,0,9,4,4,30,6,1,52.72676115548679,-0.18435867491786465
A026152,24/11/2023,13:50,3,1,3,6,6,5,70,9,1,53.2425602103448,1.5433804471472956
A026153,16/01/2023,21:46,2,5,1,8,2,1,50,6,2,51.736876748110035,-1.1110148562763311
A026154,17/05/2023,08:48,3,2,1,6,1,1,20,3,1,52.874889830822625,-1.4395856919739025
A026155,29/01/2023,12:26,3,5,2,7,7,5,60,0,1,50.30920448118032,2.5158626379055806
A026156,27/01/2023,18:12,3,5,3,1,2,6,60,6,2,52.50528330109831,1.1104878759846897
A026157,10/07/2023,01:48,3,5,2,7,7,1,30,5,1,51.316849677858144,-1.7116029039729612
A026158,25/08/2023,02:28,3,3,1,4,7,1,30,5,1,50.64674917110276,1.5333399686277098
A026159,29/04/2023,21:55,3,4,2,9,2,7,60,6,1,53.04669172757765,-0.8822183696200504
A026160,21/04/2023,11:27,3,2,3,3,3,6,60,6,1,50.636354527882865,-2.34496686081364
A026161,27/01/2023,00:30,3,1,1,2,5,4,70,6,2,50.05643956534193,1.4336950743160304
A026162,05/08/2023,09:22,3,2,3,5,5,1,50,6,2,51.69487340109127,-0.16140989251802199
A026163,31/03/2023,06:29,3,1,1,3,7,7,30,6,1,52.321830213385034,2.2647171521825036
A026164,01/02/2023,15:57,2,3,3,5,4,7,70,9,1,51.09014505830307,0.14057104209685853
A026165,02/09/2023,21:47,2,2,2,8,5,1,50,9,1,53.27726964952273,2.884873939222881
A026166,11/01/2023,10:30,3,5,2,7,1,4,50,0,2,50.87591684714153,1.758614082889324
A026167,06/06/2023,15:22,3,5,3,6,2,4,40,7,2,50.973321173861976,0.6101347817813535
A026168,13/11/2023,12:05,3,3,0,3,7,7,30,1,2,52.0152196189701,-1.8806014816412975
A026169,12/02/2023,21:22,3,2,2,7,4,1,50,0,2,52.098259267156386,-3.0707447014710274
A026170,05/08/2023,19:04,3,5,3,9,2,4,60,5,1,50.485350583178146,-3.0605808119009454
A026171,08/09/2023,02:37,3,5,1,8,5,1,50,9,1,51.27180289686931,1.384228475780254
A026172,14/02/2023,19:12,2,3,2,1,2,5,20,9,2,52.9269554167679,1.7649178551116491
A026173,23/12/2023,15:41,3,1,0,3,6,4,40,6,2,52.73733387184308,2.365715630357507
A026174,15/02/2023,20:35,2,5,0,2,2,6,20,9,1,52.030284114351275,-1.8278126048185812
A026175,10/11/2023,21:20,3,4,3,7,4,4,20,7,2,50.679832329949875,-0.6886273957442189
A026176,18/11/2023,10:36,3,2,1,6,3,6,20,0,2,52.907814552766524,0.7218927437719876
A026177,28/02/2023,10:16,2,2,1,2,4,6,70,7,1,51.35542302440976,2.137703077332683
A026178,25/01/2023,12:47,2,1,3,9,7,4,20,3,1,53.03518580684647,0.017805131008716474
A026179,10/11/2023,07:30,3,1,1,6,2,1,30,8,1,51.677163736707385,-1.9048682956111642
A026180,06/12/2023,06:40,3,4,2,8,7,7,50,6,1,51.403465362240496,0.2659572094664929
A026181,28/11/2023,15:12,2,5,0,8,6,4,70,0,1,51.397152889163124,1.9223111717877432
A026182,10/05/2023,03:33,2,2,1,8,4,4,50,9,2,50.671414471092795,-0.3529507641904196
A026183,05/11/2023,02:40,3,3,2,7,7,4,20,0,1,51.04649732783125,1.272820371250011
A026184,01/04/2023,22:56,2,3,0,8,1,5,20,2,1,49.96737232938856,-2.9273789315894057
A026185,30/05/2023,04:46,2,1,2,1,5,5,50,0,2,50.39853003581784,0.6004393441117385
A026186,16/03/2023,00:51,3,1,1,6,7,4,30,6,1,52.4866583939181,-0.24990908048159302
A026187,06/12/2023,23:26,3,1,3,3,4,4,60,6,2,52.40825622828267,-2.0302408214241336
A026188,25/06/2023,10:13,3,2,2,4,4,1,70,5,1,53.191321260842884,-2.143843746851884
A026189,10/02/2023,13:53,3,4,3,1,6,4,50,7,1,52.75461283634443,-1.9613194713220004
A026190,17/04/2023,12:42,3,1,0,9,7,1,70,5,1,52.88399818729822,-1.5268461126150965
A026191,07/11/2023,05:41,3,1,0,6,2,1,50,9,1,49.5721136702918,-1.2125816572610064
A026192,15/03/2023,03:59,1,2,1,8,2,6,40,2,2,49.73254783228657,-0.07065226499191937
A026193,14/06/2023,00:52,3,2,2,6,5,7,20,7,1,50.06503086974892,-0.8237305899198709
A026194,21/05/2023,07:34,3,4,2,9,3,6,60,6,2,52.619977152997244,-1.9973631544633972
A026195,19/07/2023,00:13,2,1,1,5,4,7,20,6,2,50.410460928753416,-1.843901084613074
A026196,15/07/2023,02:18,3,1,3,5,4,5,30,0,1,50.403713806514205,0.10255531212581168
A026197,08/04/2023,20:29,3,2,2,7,1,1,50,1,2,51.93072246594585,1.3797978841312966
A026198,10/04/2023,09:38,3,3,2,8,3,4,60,9,2,52.32696413533954,2.2296684566875498
A026199,11/08/2023,12:12,3,4,3,2,7,6,30,9,2,50.403610537230364,-0.7294947366969543
A026200,08/04/2023,02:13,3,3,1,9,6,5,60,5,1,50.36373732948861,0.04849331115624142
A026201,27/02/2023,17:03,3,3,3,1,6,1,30,5,2,50.748341473157076,-1.3716897536000194
A026202,04/08/2023,21:54,3,3,1,1,4,5,20,1,1,50.19978412535052,2.8683742840063933
A026203,05/10/2023,22:50,3,2,0,9,3,1,60,9,2,50.65934722054662,-1.2888870726710204
A026204,23/09/2023,05:40,1,4,3,4,7,7,70,3,1,50.9576669008152,-2.1884563814803117
A026205,27/06/2023,05:44,3,5,1,8,2,4,20,3,1,50.1664707996165,-1.8854534516947863
A026206,27/06/2023,22:08,3,4,1,7,4,5,30,5,1,53.16534028098649,-1.2777017656804002
A026207,05/05/2023,10:36,3,4,1,6,1,1,20,5,2,53.099816307252304,2.5757579254601404
A026208,10/12/2023,21:41,3,3,0,1,1,5,50,0,1,53.38554825465232,0.6228445881761641
A026209,03/12/2023,23:06,3,4,2,2,6,5,20,3,2,52.931597972345855,0.1767130202182817
A026210,16/02/2023,14:34,3,4,0,4,2,4,40,1,2,52.118748594956074,0.24838862188722785
