Accident_Index,Vehicle_Reference,Vehicle_Type,Age_of_Vehicle,Engine_Capacity,Age_of_Driver,Sex_of_Driver
A023475,1,9,2015,2500,50,2
A023476,1,11,2020,2500,61,1
A023477,1,14,2006,1600,78,1
A023478,1,11,2011,1400,80,1
A023479,1,12,2019,1000,59,1
A023480,1,3,2012,1600,56,2
A023481,1,2,2015,1600,27,1
A023482,1,4,2014,1400,21,1
A023483,1,1,2008,1000,54,1
A023484,1,4,2010,2500,74,2
A023485,1,16,2015,1000,58,2
A023486,1,12,2010,2000,23,2
A023487,1,15,2016,1000,64,2
A023488,1,2,2020,2500,71,2
A023489,1,7,2007,1000,41,1
A023490,1,16,2016,1400,75,1
A023491,1,12,2017,1600,74,1
A023492,1,2,2010,2000,36,2
A023493,1,8,2005,1600,21,1
A023494,1,19,2021,1000,24,1
A023495,1,4,2005,2500,64,1
A023496,1,7,2014,1400,67,1
A023497,1,3,2005,1400,80,1
A023498,1,18,2015,2500,39,1
A023499,1,19,2017,2500,69,1
A023500,1,15,2019,2500,30,1
A023501,1,10,2020,2500,79,2
A023502,1,6,2014,2500,52,2
A023503,1,3,2016,1400,77,1
A023504,1,2,2012,1400,30,2
A023505,1,12,2016,1600,18,2
A023506,1,1,2006,2000,25,1
A023507,1,17,2009,2500,39,1
A023508,1,14,2011,2000,58,1
A023509,1,2,2018,2000,25,2
A023510,1,11,2005,2500,66,2
A023511,1,11,2013,1400,73,2
A023512,1,16,2021,1600,50,1
A023513,1,10,2023,1000,49,2
A023514,1,9,2017,2500,56,1
A023515,1,1,2021,1000,27,2
A023516,1,10,2005,1600,70,2
A023517,1,7,2010,2000,33,2
A023518,1,8,2020,1400,38,2
A023519,1,6,2019,1400,66,2
A023520,1,12,2016,1000,64,2
A023521,1,14,2013,2000,20,2
A023522,1,8,2008,1600,20,2
A023523,1,17,2017,1600,63,1
A023524,1,2,2006,1000,47,2
A023525,1,12,2015,1000,66,2
A023526,1,18,2006,1400,35,1
A023527,1,17,2021,2500,54,1
A023528,1,3,2022,2000,27,2
A023529,1,3,2010,1600,80,1
A023530,1,16,2007,2000,64,2
A023531,1,14,2022,1000,26,1
A023532,1,1,2018,1000,55,2
A023533,1,11,2014,1400,77,1
A023534,1,15,2006,2500,38,2
A023535,1,19,2005,2500,57,1
A023536,1,7,2018,2000,68,2
A023537,1,20,2016,2500,26,1
A023538,1,16,2011,2500,80,1
A023539,1,11,2020,1000,62,1
A023540,1,10,2011,1400,75,1
A023541,1,18,2004,1600,18,2
A023542,1,10,2017,1400,39,1
A023543,1,3,2022,2500,74,2
A023544,1,2,2008,1400,77,1
A023545,1,3,2015,2000,72,1
A023546,1,7,2010,1400,47,1
A023547,1,13,2017,2000,18,1
A023548,1,9,2018,1000,23,2
A023549,1,3,2018,1600,20,2
A023550,1,11,2004,1000,30,2
A023551,1,14,2021,1400,69,2
A023552,1,15,2016,2500,68,1
A023553,1,3,2014,1600,38,1
A023554,1,2,2005,1000,69,1
A023555,1,17,2008,2000,59,2
A023556,1,18,2008,2500,41,1
A023557,1,12,2016,2500,41,1
A023558,1,12,2018,2500,58,2
A023559,1,8,2022,2000,32,1
A023560,1,18,2016,2000,71,2
A023561,1,2,2004,1400,19,2
A023562,1,4,2010,1000,64,1
A023563,1,7,2016,1400,43,1
A023564,1,18,2022,1600,41,2
A023565,1,11,2010,2500,64,1
A023566,1,11,2016,2500,43,1
A023567,1,19,2011,2000,68,2
A023568,1,3,2008,1600,39,1
A023569,1,4,2006,1600,28,1
A023570,1,16,2019,2500,70,2
A023571,1,20,2015,1400,65,1
A023572,1,14,2016,1600,75,1
A023573,1,15,2008,2000,52,2
A023574,1,1,2016,2000,26,1
A023575,1,16,2011,2500,54,2
A023576,1,14,2012,1400,30,1
A023577,1,15,2013,2500,35,2
A023578,1,19,2023,2500,63,2
A023579,1,15,2014,2000,51,2
A023580,1,4,2008,2000,22,1
A023581,1,13,2006,1400,42,2
A023582,1,14,2010,1400,68,2
A023583,1,9,2018,1400,71,2
A023584,1,5,2014,1400,30,2
A023585,1,1,2023,1000,61,2
A023586,1,11,2012,2000,52,1
A023587,1,15,2017,1400,66,1
A023588,1,9,2007,1600,68,2
A023589,1,18,2023,2000,38,1
A023590,1,15,2005,1600,73,2
A023591,1,3,2006,2000,80,2
A023592,1,1,2013,1400,54,2
A023593,1,17,2017,2500,37,1
A023594,1,11,2022,1400,71,2
A023595,1,15,2008,1400,53,2
A023596,1,19,2014,2000,49,2
A023597,1,6,2020,2500,21,2
A023598,1,9,2008,2500,48,1
A023599,1,2,2010,2500,54,1
A023600,1,20,2019,2500,18,1
A023601,1,2,2007,1000,48,1
A023602,1,19,2017,1400,56,1
A023603,1,8,2023,2500,18,2
A023604,1,5,2019,1000,20,1
A023605,1,13,2005,1400,67,1
A023606,1,5,2020,2000,61,1
A023607,1,7,2006,2500,24,1
A023608,1,17,2011,1000,21,1
A023609,1,2,2011,2000,52,1
A023610,1,4,2011,2000,43,2
A023611,1,7,2005,1400,75,2
A023612,1,3,2006,1000,32,2
A023613,1,6,2005,1600,28,2
A023614,1,9,2013,1000,62,1
A023615,1,11,2008,2000,53,2
A023616,1,1,2013,1600,28,1
A023617,1,2,2011,2500,78,1
A023618,1,11,2013,2500,23,1
A023619,1,9,2014,1400,43,2
A023620,1,4,2004,2000,41,1
A023621,1,13,2007,1400,78,1
A023622,1,5,2010,1400,27,2
A023623,1,13,2022,1600,39,2
A023624,1,20,2018,1600,69,1
A023625,1,12,2014,2000,73,1
A023626,1,18,2007,2500,19,1
A023627,1,8,2008,1600,44,1
A023628,1,2,2011,2000,39,2
A023629,1,6,2021,2000,27,2
A023630,1,9,2020,2000,70,2
A023631,1,5,2006,2000,77,1
A023632,1,5,2023,1400,66,2
A023633,1,3,2010,1600,58,1
A023634,1,12,2016,1600,46,2
A023635,1,13,2018,1400,63,2
A023636,1,19,2011,1400,38,1
A023637,1,18,2021,1600,72,2
A023638,1,3,2020,2000,70,1
A023639,1,17,2021,2000,25,2
A023640,1,5,2004,1400,58,2
A023641,1,16,2008,2000,43,2
A023642,1,10,2019,2000,30,2
A023643,1,3,2014,2000,53,2
A023644,1,12,2004,2500,79,1
A023645,1,11,2016,1600,55,1
A023646,1,11,2013,2500,41,1
A023647,1,19,2020,1400,77,2
A023648,1,7,2022,2000,52,1
A023649,1,15,2010,1000,23,2
A023650,1,14,2006,2500,41,1
A023651,1,11,2016,1000,36,1
A023652,1,17,2021,1400,67,2
A023653,1,3,2020,1000,62,1
A023654,1,20,2009,2500,41,2
A023655,1,3,2014,1400,23,2
A023656,1,13,2022,1600,60,2
A023657,1,1,2005,2000,33,1
A023658,1,3,2014,1000,55,2
A023659,1,2,2019,2000,49,1
A023660,1,13,2006,1400,36,1
A023661,1,14,2014,2000,28,1
A023662,1,1,2010,2500,29,1
A023663,1,6,2018,1600,26,1
A023664,1,10,2014,2000,68,2
A023665,1,11,2006,2000,23,2
A023666,1,7,2019,1400,52,1
A023667,1,12,2013,1600,31,1
A023668,1,14,2011,1600,34,2
A023669,1,20,2015,2000,77,1
A023670,1,9,2022,2500,21,1
A023671,1,9,2008,2500,26,1
A023672,1,12,2021,1600,69,1
A023673,1,7,2010,1400,52,2
A023674,1,4,2006,1000,57,1
A023675,1,2,2005,1600,28,2
A023676,1,15,2007,2500,31,2
A023677,1,3,2009,2000,31,2
A023678,1,12,2015,2000,52,1
A023679,1,15,2023,2500,66,1
A023680,1,3,2006,1400,35,2
A023681,1,18,2022,1400,60,1
A023682,1,18,2005,1400,25,1
A023683,1,20,2009,1000,47,1
A023684,1,17,2021,2500,68,1
A023685,1,16,2012,2000,44,2
A023686,1,2,2020,1600,52,1
A023687,1,16,2017,1000,73,2
A023688,1,20,2015,2500,18,1
A023689,1,12,2015,1600,36,2
A023690,1,11,2006,1600,45,2
A023691,1,19,2007,1000,19,2
A023692,1,14,2018,2000,75,1
A023693,1,18,2017,1000,41,1
A023694,1,18,2006,1600,39,2
A023695,1,10,2017,1000,35,2
A023696,1,1,2004,1400,67,1
A023697,1,3,2020,1400,44,1
A023698,1,12,2006,2000,42,1
A023699,1,2,2008,1000,44,1
A023700,1,8,2009,1400,56,2
A023701,1,1,2016,2500,58,2
A023702,1,16,2008,2500,49,1
A023703,1,16,2014,1400,37,1
A023704,1,3,2012,1000,77,1
A023705,1,16,2009,1400,65,2
A023706,1,7,2006,1400,77,2
A023707,1,17,2010,1600,34,1
A023708,1,10,2004,1600,27,1
A023709,1,10,2012,1000,26,2
A023710,1,8,2010,1000,59,1
A023711,1,16,2017,1400,80,2
A023712,1,6,2010,1000,40,1
A023713,1,2,2022,1400,38,1
A023714,1,14,2016,2000,25,2
A023715,1,13,2011,1600,28,1
A023716,1,17,2013,2000,26,1
A023717,1,11,2013,1400,18,1
A023718,1,6,2016,2000,78,2
A023719,1,9,2016,2500,68,1
A023720,1,19,2022,1000,64,1
A023721,1,9,2011,1000,40,2
A023722,1,7,2015,2000,22,2
A023723,1,18,2009,2000,31,1
A023724,1,8,2006,2500,49,1
A023725,1,13,2021,1400,67,2
A023726,1,19,2012,1400,42,1
A023727,1,8,2019,1600,56,2
A023728,1,4,2016,1000,57,1
A023729,1,7,2009,1000,28,2
A023730,1,16,2019,2000,35,1
A023731,1,8,2005,1400,31,1
A023732,1,7,2008,2000,52,1
A023733,1,7,2015,2500,18,1
A023734,1,1,2006,1400,49,2
A023735,1,4,2004,1400,54,1
A023736,1,4,2021,1400,57,1
A023737,1,3,2022,2000,63,2
A023738,1,19,2023,1000,42,2
A023739,1,14,2012,1400,38,2
A023740,1,3,2016,1000,51,1
A023741,1,14,2012,1000,73,2
A023742,1,9,2019,2000,61,1
A023743,1,18,2015,1400,78,1
A023744,1,4,2021,1600,49,2
A023745,1,8,2017,1000,63,1
A023746,1,8,2020,2500,78,1
A023747,1,16,2007,2000,34,2
A023748,1,10,2004,1600,18,1
A023749,1,2,2019,2000,76,2
A023750,1,15,2019,1400,54,2
A023751,1,17,2004,1400,73,1
A023752,1,15,2010,1400,75,2
A023753,1,8,2007,1400,75,2
A023754,1,19,2016,1600,33,1
A023755,1,4,2004,2500,67,1
A023756,1,10,2021,1000,52,2
A023757,1,12,2005,1400,53,1
A023758,1,5,2011,1600,55,1
A023759,1,1,2020,2500,75,1
A023760,1,12,2006,1400,42,2
A023761,1,19,2006,1600,21,2
A023762,1,7,2013,2000,53,2
A023763,1,11,2014,1600,46,2
A023764,1,4,2016,1000,40,1
A023765,1,18,2011,2000,80,1
A023766,1,15,2008,1000,50,2
A023767,1,5,2018,1000,37,2
A023768,1,9,2019,2500,27,2
A023769,1,7,2017,1400,33,2
A023770,1,7,2008,2000,39,1
A023771,1,10,2013,2500,60,2
A023772,1,1,2007,2500,69,1
A023773,1,5,2016,1000,29,2
A023774,1,6,2022,1600,19,2
A023775,1,16,2022,1400,22,1
A023776,1,15,2018,1400,51,1
A023777,1,16,2005,1600,69,1
A023778,1,5,2010,2000,35,1
A023779,1,8,2022,2000,45,2
A023780,1,8,2015,1000,49,2
A023781,1,11,2006,1600,70,1
A023782,1,7,2016,1600,57,2
A023783,1,3,2010,1000,63,2
A023784,1,17,2021,1600,71,1
A023785,1,14,2015,2000,43,2
A023786,1,6,2022,2000,78,2
A023787,1,1,2014,1000,37,1
A023788,1,2,2011,2500,30,1
A023789,1,1,2022,1600,19,2
A023790,1,13,2008,2000,71,2
A023791,1,8,2012,1400,22,1
A023792,1,2,2013,2500,75,2
A023793,1,10,2007,2000,76,2
A023794,1,7,2021,1400,63,1
A023795,1,19,2013,1600,35,1
A023796,1,19,2005,2000,26,1
A023797,1,8,2009,2000,50,1
A023798,1,18,2006,1400,74,1
A023799,1,13,2012,1600,55,2
A023800,1,11,2016,2000,63,1
A023801,1,5,2022,2000,76,2
A023802,1,14,2022,2500,63,1
A023803,1,20,2017,2000,21,1
A023804,1,2,2012,1600,43,1
A023805,1,7,2010,2000,35,2
A023806,1,13,2018,2500,24,2
A023807,1,14,2015,1400,48,2
A023808,1,16,2016,1400,71,2
A023809,1,19,2009,1400,65,1
A023810,1,8,2019,1400,27,1
A023811,1,3,2016,1000,29,2
A023812,1,20,2020,1000,77,2
A023813,1,20,2019,2000,50,1
A023814,1,8,2006,2000,80,2
A023815,1,4,2013,1000,60,1
A023816,1,9,2022,2000,31,1
A023817,1,15,2012,2000,77,2
A023818,1,6,2019,1000,42,2
A023819,1,7,2005,2500,61,1
A023820,1,16,2011,1600,59,2
A023821,1,5,2009,2500,29,1
A023822,1,4,2016,2000,70,2
A023823,1,12,2014,2500,59,2
A023824,1,2,2011,2000,47,1
A023825,1,18,2013,1000,60,2
A023826,1,5,2020,1600,59,1
A023827,1,12,2019,2000,18,2
A023828,1,1,2007,1000,77,1
A023829,1,11,2018,2500,44,1
A023830,1,4,2019,1000,27,1
A023831,1,4,2023,1400,25,1
A023832,1,19,2020,2000,41,1
A023833,1,14,2007,1400,79,2
A023834,1,20,2012,1000,53,2
A023835,1,18,2011,2000,68,2
A023836,1,12,2021,1000,73,1
A023837,1,15,2016,1400,33,2
A023838,1,9,2020,2000,30,1
A023839,1,6,2018,2000,45,1
A023840,1,4,2012,1000,37,1
A023841,1,2,2006,2000,33,1
A023842,1,5,2010,2000,77,1
A023843,1,12,2022,2500,18,2
A023844,1,2,2018,2000,54,2
A023845,1,18,2020,1000,62,1
A023846,1,4,2005,2000,42,2
A023847,1,18,2008,2000,64,2
A023848,1,17,2021,1600,26,1
A023849,1,5,2006,1000,35,1
A023850,1,14,2007,1000,63,1
A023851,1,9,2012,1000,52,1
A023852,1,18,2020,1400,48,1
A023853,1,15,2016,1400,22,2
A023854,1,2,2006,1600,45,2
A023855,1,8,2019,2000,52,1
A023856,1,7,2014,1000,74,1
A023857,1,1,2019,2500,46,1
A023858,1,3,2008,1600,64,2
A023859,1,4,2020,2500,41,1
A023860,1,10,2013,1400,68,1
A023861,1,17,2005,1000,25,1
A023862,1,15,2013,1000,72,1
A023863,1,2,2010,1400,52,1
A023864,1,20,2005,2000,58,1
A023865,1,12,2009,1400,23,1
A023866,1,16,2004,1000,26,1
A023867,1,18,2015,2000,64,1
A023868,1,6,2006,1000,35,1
A023869,1,11,2022,1600,41,2
A023870,1,7,2005,1600,25,1
A023871,1,3,2017,1600,71,2
A023872,1,19,2008,2500,72,2
A023873,1,2,2009,1400,24,1
A023874,1,1,2006,1600,77,1
A023875,1,16,2018,2500,39,2
A023876,1,19,2018,1600,33,2
A023877,1,3,2017,2500,18,2
A023878,1,10,2014,1600,21,1
A023879,1,4,2014,1000,42,1
A023880,1,2,2010,2000,63,1
A023881,1,8,2018,1400,32,1
A023882,1,11,2017,1400,66,2
A023883,1,19,2011,2500,50,1
A023884,1,15,2019,1400,25,1
A023885,1,17,2008,2500,69,1
A023886,1,8,2011,1600,65,1
A023887,1,9,2012,2500,59,1
A023888,1,9,2013,1400,41,2
A023889,1,14,2011,2500,32,1
A023890,1,11,2009,1000,72,2
A023891,1,15,2008,2500,18,2
A023892,1,4,2011,2500,24,2
A023893,1,11,2005,2000,72,2
A023894,1,13,2022,1000,18,1
A023895,1,15,2014,2000,23,2
A023896,1,12,2006,1400,74,2
A023897,1,3,2022,1000,62,2
A023898,1,11,2016,1400,52,2
A023899,1,12,2014,2000,19,1
A023900,1,7,2010,1000,46,1
A023901,1,13,2007,2500,61,1
A023902,1,17,2016,1400,68,1
A023903,1,9,2016,1000,48,2
A023904,1,18,2014,1600,56,2
A023905,1,9,2023,1000,35,1
A023906,1,19,2004,2500,29,1
A023907,1,5,2010,2500,74,1
A023908,1,6,2015,2500,71,1
A023909,1,11,2016,1600,26,1
A023910,1,7,2018,2500,63,2
A023911,1,14,2023,2000,56,1
A023912,1,3,2021,1400,60,2
A023913,1,17,2007,1400,57,1
A023914,1,20,2023,1400,21,1
A023915,1,9,2011,2500,36,1
A023916,1,8,2010,2500,51,2
A023917,1,1,2015,2500,23,1
A023918,1,17,2005,2500,71,2
A023919,1,16,2022,2000,75,2
A023920,1,13,2008,1400,65,2
A023921,1,1,2007,1600,60,1
A023922,1,1,2010,1000,80,1
A023923,1,10,2005,1600,23,1
A023924,1,10,2016,1000,41,1
A023925,1,12,2007,2000,62,1
A023926,1,19,2010,1400,38,1
A023927,1,20,2010,1400,73,2
A023928,1,7,2022,1600,41,2
A023929,1,13,2009,1400,53,2
A023930,1,5,2018,1600,25,2
A023931,1,16,2019,1400,39,2
A023932,1,16,2010,1000,22,2
A023933,1,2,2010,1600,64,2
A023934,1,17,2016,1000,22,1
A023935,1,9,2016,1400,80,2
A023936,1,5,2023,2500,47,1
A023937,1,19,2008,2000,31,1
A023938,1,13,2017,2000,71,2
A023939,1,14,2006,2500,34,1
A023940,1,4,2023,1400,28,1
A023941,1,5,2022,2500,74,1
A023942,1,13,2012,2500,65,2
A023943,1,4,2015,2000,69,1
A023944,1,10,2007,1000,50,1
A023945,1,7,2008,1000,75,2
A023946,1,3,2011,1000,26,1
A023947,1,6,2020,1600,27,2
A023948,1,11,2012,2500,70,2
A023949,1,9,2018,1000,55,1
A023950,1,3,2004,1600,46,1
A023951,1,13,2017,2000,26,2
A023952,1,7,2012,2500,40,1
A023953,1,20,2010,2000,37,2
A023954,1,20,2010,2500,61,2
A023955,1,1,2020,1000,35,1
A023956,1,13,2020,1400,80,1
A023957,1,14,2018,1600,68,1
A023958,1,3,2006,2000,56,1
A023959,1,12,2012,2500,55,1
A023960,1,7,2016,1000,64,1
A023961,1,2,2013,1400,74,1
A023962,1,9,2017,1600,23,2
A023963,1,19,2019,1000,36,2
A023964,1,17,2017,1400,61,1
A023965,1,7,2008,1000,66,2
A023966,1,14,2007,2000,80,2
A023967,1,5,2008,1000,79,1
A023968,1,4,2004,2500,61,2
A023969,1,16,2004,1400,31,1
A023970,1,16,2018,2500,71,1
A023971,1,20,2010,2500,41,2
A023972,1,11,2004,2000,76,2
A023973,1,9,2018,1400,78,1
A023974,1,1,2018,2000,47,2
A023975,1,1,2006,2500,76,2
A023976,1,18,2008,2000,19,2
A023977,1,3,2005,1000,50,2
A023978,1,4,2013,1000,80,1
A023979,1,8,2019,2000,39,2
A023980,1,1,2016,2500,50,2
A023981,1,18,2021,1400,20,2
A023982,1,16,2021,2000,64,1
A023983,1,3,2006,2500,61,1
A023984,1,7,2009,2500,62,1
A023985,1,4,2007,1000,62,2
A023986,1,7,2015,1600,50,1
A023987,1,5,2019,2500,41,1
A023988,1,5,2019,2000,26,1
A023989,1,13,2021,2500,68,1
A023990,1,13,2008,2500,56,2
A023991,1,2,2018,1600,49,2
A023992,1,16,2009,2500,70,1
A023993,1,3,2017,1400,44,2
A023994,1,12,2023,1000,25,2
A023995,1,3,2007,1600,60,1
A023996,1,11,2004,2000,46,1
A023997,1,7,2007,1000,72,2
A023998,1,8,2005,2500,66,2
A023999,1,20,2017,1400,69,2
A024000,1,19,2008,1600,41,2
A024001,1,3,2023,2000,49,2
A024002,1,6,2007,1400,25,2
A024003,1,1,2019,1000,72,1
A024004,1,12,2012,1600,77,1
A024005,1,7,2013,1400,26,1
A024006,1,2,2006,1400,40,2
A024007,1,1,2016,1600,35,1
A024008,1,15,2010,2000,36,1
A024009,1,11,2013,2500,61,1
A024010,1,17,2018,1400,26,1
A024011,1,15,2023,1600,51,2
A024012,1,2,2016,1600,37,2
A024013,1,20,2016,2500,31,2
A024014,1,3,2005,1400,45,2
A024015,1,17,2004,2000,64,1
A024016,1,14,2012,2500,72,2
A024017,1,10,2005,1600,31,1
A024018,1,1,2022,1400,30,2
A024019,1,1,2012,2500,40,2
A024020,1,17,2011,1400,63,1
A024021,1,1,2009,1400,67,1
A024022,1,5,2005,2000,23,2
A024023,1,13,2008,1600,40,1
A024024,1,14,2010,1600,75,2
A024025,1,9,2009,2500,80,2
A024026,1,14,2020,2500,24,2
A024027,1,3,2007,1000,35,2
A024028,1,6,2014,1000,56,2
A024029,1,5,2014,1600,45,2
A024030,1,15,2012,2000,53,2
A024031,1,5,2014,1000,63,2
A024032,1,15,2016,1600,50,2
A024033,1,11,2004,2000,77,1
A024034,1,8,2010,1400,38,2
A024035,1,1,2011,1400,30,2
A024036,1,8,2020,1400,27,1
A024037,1,20,2010,1600,74,1
A024038,1,17,2021,1600,38,2
A024039,1,19,2013,1000,32,2
A024040,1,20,2008,2500,51,1
A024041,1,14,2019,1400,71,2
A024042,1,12,2011,1000,61,2
A024043,1,10,2006,1000,61,2
A024044,1,7,2015,2500,37,1
A024045,1,2,2015,2000,30,1
A024046,1,4,2023,2000,29,1
A024047,1,9,2007,1400,63,2
A024048,1,4,2021,2000,29,2
A024049,1,5,2014,1600,77,2
A024050,1,2,2016,1400,42,2
A024051,1,2,2015,2000,50,1
A024052,1,8,2023,2000,27,2
A024053,1,2,2006,1600,37,1
A024054,1,14,2020,1600,25,1
A024055,1,12,2014,1000,34,1
A024056,1,6,2014,2000,61,2
A024057,1,18,2010,1000,32,1
A024058,1,14,2009,2000,73,2
A024059,1,1,2021,2500,65,1
A024060,1,14,2013,1400,27,2
A024061,1,18,2008,2000,34,1
A024062,1,18,2006,1400,20,2
A024063,1,5,2023,1600,36,2
A024064,1,11,2017,1000,60,1
A024065,1,12,2006,2000,28,1
A024066,1,12,2022,1000,53,1
A024067,1,8,2022,1400,24,2
A024068,1,7,2007,1000,34,1
A024069,1,13,2016,2000,80,2
A024070,1,19,2018,1000,26,1
A024071,1,5,2006,2500,59,1
A024072,1,11,2015,1000,65,1
A024073,1,6,2023,1600,39,2
A024074,1,15,2015,2000,57,2
A024075,1,5,2005,1400,62,2
A024076,1,7,2007,2500,29,2
A024077,1,4,2007,1600,66,2
A024078,1,3,2008,2500,55,2
A024079,1,3,2006,2000,48,1
A024080,1,17,2013,1400,39,1
A024081,1,3,2011,2000,47,1
A024082,1,18,2016,2000,50,2
A024083,1,11,2007,1400,44,1
A024084,1,20,2005,2000,69,1
A024085,1,6,2012,2000,41,1
A024086,1,13,2019,2500,54,2
A024087,1,12,2015,1000,42,1
A024088,1,15,2023,1600,46,2
A024089,1,6,2022,2000,30,2
A024090,1,6,2018,2500,53,1
A024091,1,14,2012,2500,43,2
A024092,1,1,2005,1600,40,1
A024093,1,16,2011,2000,68,2
A024094,1,15,2005,2500,65,1
A024095,1,5,2012,1000,76,2
A024096,1,5,2017,1600,43,2
A024097,1,6,2014,1000,51,1
A024098,1,17,2010,2000,80,2
A024099,1,20,2012,1400,33,2
A024100,1,1,2013,2000,80,1
A024101,1,13,2014,1000,78,2
A024102,1,12,2005,1600,28,1
A024103,1,6,2022,1400,49,1
A024104,1,10,2015,1400,79,2
A024105,1,14,2018,1600,79,1
A024106,1,15,2023,1600,34,1
A024107,1,14,2008,1400,65,2
A024108,1,4,2004,2000,48,2
A024109,1,16,2015,2500,45,2
A024110,1,5,2006,2500,48,2
A024111,1,15,2018,2500,20,2
A024112,1,17,2010,2500,72,1
A024113,1,16,2012,1600,38,1
A024114,1,4,2008,1400,73,1
A024115,1,3,2012,1000,32,1
A024116,1,14,2020,1600,22,1
A024117,1,11,2004,1600,62,1
A024118,1,4,2017,2500,67,1
A024119,1,17,2020,2500,41,2
A024120,1,15,2018,2500,77,1
A024121,1,8,2009,2500,43,2
A024122,1,4,2014,1600,51,2
A024123,1,7,2014,1000,67,1
A024124,1,17,2020,1000,32,2
A024125,1,14,2019,2500,38,1
A024126,1,20,2010,1000,40,2
A024127,1,12,2009,2500,20,1
A024128,1,11,2018,2500,59,2
A024129,1,11,2011,1400,51,1
A024130,1,13,2020,1600,57,2
A024131,1,8,2022,1000,48,2
A024132,1,6,2017,2000,64,2
A024133,1,19,2010,1400,35,2
A024134,1,11,2014,1000,29,2
A024135,1,3,2023,1600,72,1
A024136,1,11,2013,1600,60,1
A024137,1,5,2013,1600,58,1
A024138,1,17,2009,1000,55,2
A024139,1,4,2013,2000,20,1
A024140,1,11,2018,1000,21,2
A024141,1,20,2006,2000,61,1
A024142,1,8,2006,1400,53,2
A024143,1,6,2009,1000,24,1
A024144,1,19,2016,2000,34,2
A024145,1,2,2014,2500,33,2
A024146,1,19,2021,2500,33,1
A024147,1,4,2015,1400,71,1
A024148,1,7,2007,1000,69,1
A024149,1,10,2007,1000,37,1
A024150,1,8,2006,2000,35,1
A024151,1,6,2022,1600,34,2
A024152,1,8,2007,2000,33,2
A024153,1,3,2018,1000,27,2
A024154,1,7,2013,2500,22,1
A024155,1,2,2006,2500,36,1
A024156,1,10,2004,2000,73,1
A024157,1,9,2012,1600,58,2
A024158,1,2,2018,1400,45,2
A024159,1,18,2015,1600,41,2
A024160,1,7,2016,1400,18,2
A024161,1,16,2008,1000,66,1
A024162,1,3,2014,2000,47,1
A024163,1,13,2015,2000,36,1
A024164,1,14,2004,2500,68,2
A024165,1,10,2006,2500,28,2
A024166,1,20,2017,1600,37,2
A024167,1,9,2008,2000,63,1
A024168,1,14,2012,2000,49,1
A024169,1,10,2009,2500,36,1
A024170,1,18,2006,1400,48,1
A024171,1,3,2016,1000,49,1
A024172,1,5,2019,1000,40,1
A024173,1,13,2016,2000,79,2
A024174,1,7,2007,1400,22,2
A024175,1,4,2019,2500,69,1
A024176,1,6,2009,2000,60,2
A024177,1,8,2005,2500,65,2
A024178,1,17,2020,2500,42,1
A024179,1,12,2009,1000,31,1
A024180,1,16,2020,2500,67,1
A024181,1,15,2008,2500,75,2
A024182,1,18,2005,2000,53,2
A024183,1,13,2010,2000,78,2
A024184,1,8,2009,1400,46,2
A024185,1,1,2021,1000,78,2
A024186,1,3,2008,1000,48,1
A024187,1,8,2023,2500,62,1
A024188,1,8,2012,1600,43,1
A024189,1,1,2022,2500,32,2
A024190,1,19,2020,2500,52,2
A024191,1,6,2004,1400,72,1
A024192,1,19,2022,2000,74,1
A024193,1,13,2011,1600,19,2
A024194,1,18,2006,2000,63,2
A024195,1,20,2005,1400,20,1
A024196,1,17,2004,1400,60,2
A024197,1,8,2017,1600,35,1
A024198,1,11,2023,1000,37,2
A024199,1,4,2019,1000,44,1
A024200,1,9,2021,2000,72,1
A024201,1,12,2022,2500,53,1
A024202,1,10,2020,2500,19,1
A024203,1,8,2012,1000,59,2
A024204,1,2,2015,1000,19,1
A024205,1,12,2010,1600,18,1
A024206,1,2,2016,1600,24,2
A024207,1,3,2019,1600,63,2
A024208,1,1,2013,2500,46,1
A024209,1,5,2018,1600,68,2
A024210,1,7,2022,1400,31,1
A024211,1,10,2017,2000,70,1
A024212,1,7,2007,1400,53,1
A024213,1,9,2011,2000,61,2
A024214,1,12,2008,2500,38,2
A024215,1,11,2007,1600,33,1
A024216,1,12,2012,1000,36,2
A024217,1,8,2018,2000,72,1
A024218,1,18,2022,1600,62,2
A024219,1,1,2017,1000,28,2
A024220,1,15,2009,2500,60,1
A024221,1,8,2023,2500,22,2
A024222,1,18,2014,1000,59,2
A024223,1,11,2011,1600,30,2
A024224,1,10,2016,2000,25,2
A024225,1,19,2007,1000,59,1
A024226,1,8,2020,2500,61,2
A024227,1,13,2023,2000,68,2
A024228,1,18,2005,1000,19,2
A024229,1,14,2016,1400,29,2
A024230,1,10,2020,1000,24,2
A024231,1,6,2019,1400,72,1
A024232,1,9,2010,1000,34,2
A024233,1,16,2010,1600,57,1
A024234,1,18,2005,2500,44,1
A024235,1,10,2010,2500,40,1
A024236,1,1,2014,2000,55,1
A024237,1,8,2019,1000,40,2
A024238,1,3,2009,1600,55,2
A024239,1,6,2005,2000,65,2
A024240,1,3,2019,2000,25,1
A024241,1,6,2018,1600,79,2
A024242,1,13,2015,1600,56,1
A024243,1,4,2007,2500,50,1
A024244,1,16,2010,1600,45,2
A024245,1,5,2017,2000,18,1
A024246,1,4,2020,1400,47,1
A024247,1,17,2009,2000,67,2
A024248,1,6,2012,1400,48,2
